,Class Index,Confidence Mean,Confidence Std,Frequency,Class Name
432,56,0.110177680850029,0.0,1,"king snake, kingsnake"
433,120,0.10638152807950974,0.0,1,fiddler crab
434,66,0.09963364154100418,0.0,1,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus"
435,17,0.09915965050458908,0.0,1,jay
436,313,0.09528835862874983,0.0,1,"walking stick, walkingstick, stick insect"
437,395,0.09315279871225356,0.0,1,"gar, garfish, garpike, billfish, Lepisosteus osseus"
438,18,0.09216319024562836,0.0,1,magpie
439,927,0.09205196052789688,0.0,1,trifle
440,816,0.09044280648231506,0.0,1,spindle
441,488,0.08226517587900163,0.0,1,chain
442,735,0.07974477112293242,0.0,1,poncho
443,523,0.07346747070550919,0.0,1,crutch
444,822,0.0708703100681305,0.0,1,steel drum
445,824,0.06672059744596481,0.0,1,stole
446,916,0.060197774320840836,0.0,1,"web site, website, internet site, site"
447,907,0.05858602747321129,0.0,1,wine bottle
448,241,0.05545202270150185,0.0,1,EntleBucher
449,431,0.04908730834722519,0.0,1,bassinet
450,212,0.04334303364157677,0.0,1,English setter
451,774,0.041640207171440125,0.0,1,sandal
